Stock quote and option quote for TEVA on 6/14/19 21:45:51

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
8.24,N,-.37,8.23,P,8.26,P,5 x 7,"17,205,936",8.61,8.64,8.19

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.13%,-2.361,.085,Q,11/27/17,25.96,8.25,"1,092,464,480",2.08

Theo parameters
Theo date,Theo stock price,Theo volatility
6/14/19, 0.00$, 0.00%

14 JUN 19  (0)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,TEVA190614C11.5,0,508,305.23%,3.31,.022,.040,.00,-.057,.00,.03,I,.010,.03,0,222,1.51%,98.49%,3.11%,44.33%,14494.44%,0,I,.02,H,14 JUN 19,11.5,3.20,W,3.30,W,TEVA190614P11.5,0,3,--,<empty>,-1.000,.00,.00,.00,.00,2.22,C,3.250,2.22,28,36,100.00%,0.00%,0.00%,-44.33%,<empty>,,
,,TEVA190614C12,0,212,305.64%,3.24,.012,.023,.00,-.040,.00,.01,Z,.005,.01,0,30,0.75%,99.25%,1.55%,22.16%,16688.55%,0,Q,.01,Q,14 JUN 19,12,3.70,W,3.80,B,TEVA190614P12,0,5,--,<empty>,-1.000,.00,.00,.00,.00,2.83,Z,3.750,2.83,25,33,100.00%,0.00%,0.00%,-44.33%,<empty>,,
,,TEVA190614C12.5,0,377,333.71%,3.51,.011,.020,.00,-.042,.00,.02,X,.005,.02,0,1,0.67%,99.33%,1.38%,22.16%,18904.83%,0,N,.01,P,14 JUN 19,12.5,4.20,Z,4.30,B,TEVA190614P12.5,1,31,--,<empty>,-1.000,.00,.00,.00,.00,4.27,C,4.250,4.27,17,33,100.00%,0.00%,0.00%,-44.33%,<empty>,,
,,TEVA190614C13,0,290,394.06%,4.14,.017,.025,.00,-.066,.00,.01,C,.010,.01,0,4,1.03%,98.97%,2.14%,44.33%,21143.27%,0,N,.02,N,14 JUN 19,13,4.70,W,4.80,Z,TEVA190614P13,0,26,--,<empty>,-1.000,.00,.00,.00,.00,3.05,N,4.750,3.05,24,42,100.00%,0.00%,0.00%,-44.33%,<empty>,,
,,TEVA190614C13.5,0,186,385.62%,3.99,.009,.015,.00,-.046,.00,.01,Z,.005,.01,0,3,0.54%,99.46%,1.12%,22.16%,23337.38%,0,N,.01,P,14 JUN 19,13.5,5.05,B,5.50,X,TEVA190614P13.5,0,0,444.96%,9.94,-.977,.028,.00,-.086,.00,4.00,W,5.275,4.00,122,113,98.74%,1.26%,2.64%,66.49%,<empty>,,
,,TEVA190614C14,0,204,448.35%,4.61,.016,.021,.00,-.072,.00,.07,X,.010,.07,0,4,0.87%,99.13%,1.82%,44.33%,25575.82%,0,N,.02,N,14 JUN 19,14,5.70,Q,5.85,I,TEVA190614P14,0,1,473.31%,10.65,-.978,.026,.00,-.090,.00,4.85,H,5.775,4.85,31,21,98.82%,1.18%,2.47%,66.49%,<empty>,,
,,TEVA190614C14.5,0,154,472.09%,4.80,.015,.019,.00,-.074,.00,.06,B,.010,.06,0,4,0.79%,99.21%,1.66%,44.33%,27792.09%,0,N,.02,N,14 JUN 19,14.5,5.95,M,6.55,M,TEVA190614P14.5,0,16,--,<empty>,-1.000,.00,.00,.00,.00,2.85,X,6.250,2.85,112,105,100.00%,0.00%,0.00%,-44.33%,<empty>,,
,,TEVA190614C15,0,130,495.01%,4.97,.014,.017,.00,-.076,.00,.02,C,.010,.02,0,4,0.73%,99.27%,1.53%,44.33%,30008.37%,0,N,.02,N,14 JUN 19,15,6.70,Q,6.85,B,TEVA190614P15,1,43,522.01%,11.98,-.980,.021,.00,-.095,.00,6.65,Q,6.775,6.65,31,90,99.01%,0.99%,2.08%,66.49%,<empty>,,
,,TEVA190614C15.5,0,115,517.12%,5.13,.014,.016,.00,-.078,.00,.01,X,.010,.01,0,4,0.67%,99.33%,1.41%,44.33%,32224.65%,0,N,.02,N,14 JUN 19,15.5,7.20,X,7.55,W,TEVA190614P15.5,0,71,774.10%,13.92,-.913,.048,.001,-.314,.00,1.29,C,7.375,1.29,21,101,96.10%,3.90%,8.54%,509.74%,<empty>,,
,,TEVA190614C16,0,29,539.44%,5.29,.014,.015,.00,-.080,.00,.01,X,.010,.01,0,4,0.63%,99.37%,1.33%,44.33%,34440.92%,0,N,.02,N,14 JUN 19,16,7.40,B,9.20,B,TEVA190614P16,0,0,1214.66%,15.21,-.766,.058,.001,-.758,-.004,2.71,W,8.300,2.71,90,90,91.34%,8.66%,20.70%,2393.58%,<empty>,,
,,TEVA190614C16.5,0,30,559.71%,5.42,.013,.014,.00,-.082,.00,.03,Q,.010,.03,0,4,0.59%,99.41%,1.24%,44.33%,36657.20%,0,N,.02,N,14 JUN 19,16.5,8.05,X,8.55,X,TEVA190614P16.5,0,0,681.42%,14.43,-.961,.028,.00,-.181,.00,0, ,8.300,0,21,21,98.32%,1.68%,3.59%,177.30%,<empty>,,
,,TEVA190614C17,0,0,580.66%,5.56,.013,.013,.00,-.084,.00,0, ,.010,0,0,4,0.56%,99.44%,1.18%,44.33%,38873.47%,0,N,.02,N,14 JUN 19,17,8.30,B,10.20,Q,TEVA190614P17,0,0,1238.45%,16.18,-.786,.054,.001,-.750,-.006,1.97,E,9.250,1.97,90,31,92.53%,7.47%,17.83%,2171.95%,<empty>,,
,,TEVA190614C17.5,0,4,599.33%,5.67,.012,.012,.00,-.086,.00,.01,I,.010,.01,0,4,0.53%,99.47%,1.11%,44.33%,41089.75%,0,N,.02,N,14 JUN 19,17.5,8.70,Q,10.45,Q,TEVA190614P17.5,0,0,1115.01%,16.54,-.841,.050,.001,-.602,-.004,0, ,9.575,0,31,31,94.33%,5.67%,13.15%,1396.25%,<empty>,,
,,TEVA190614C18,0,0,617.45%,5.78,.012,.012,.00,-.087,.00,0, ,.010,0,0,4,0.49%,99.51%,1.04%,44.33%,43306.02%,0,N,.02,N,14 JUN 19,18,8.05,Q,11.85,Q,TEVA190614P18,0,0,1006.73%,16.86,-.888,.043,.001,-.465,-.003,0, ,9.950,0,31,31,95.97%,4.03%,9.13%,842.18%,<empty>,,
,,TEVA190614C18.5,0,0,636.27%,5.89,.012,.011,.00,-.090,.00,0, ,.010,0,0,4,0.47%,99.53%,1.00%,44.33%,45522.30%,0,N,.02,N,14 JUN 19,18.5,10.20,Z,10.70,B,TEVA190614P18.5,0,0,1031.17%,17.37,-.890,.042,.001,-.473,-.004,0, ,10.450,0,46,90,96.15%,3.85%,8.72%,842.18%,<empty>,,
,,TEVA190614C19,0,0,652.93%,5.98,.011,.011,.00,-.091,.00,0, ,.010,0,0,4,0.44%,99.56%,0.94%,44.33%,47738.57%,0,N,.02,N,14 JUN 19,19,10.15,B,11.40,B,TEVA190614P19,0,0,688.34%,16.76,-.984,.014,.00,-.116,-.001,0, ,10.775,0,90,90,99.38%,0.62%,1.32%,66.49%,<empty>,,
,,TEVA190614C19.5,0,0,670.29%,6.07,.011,.010,.00,-.093,.00,0, ,.010,0,0,4,0.42%,99.58%,0.90%,44.33%,49954.85%,0,N,.02,N,14 JUN 19,19.5,11.20,Z,11.85,B,TEVA190614P19.5,0,0,1165.38%,18.49,-.865,.042,.001,-.585,-.010,0, ,11.525,0,46,90,95.71%,4.29%,9.95%,1174.63%,<empty>,,
,,TEVA190614C20,0,0,687.74%,6.15,.011,.010,.00,-.095,.00,0, ,.010,0,0,4,0.41%,99.59%,0.87%,44.33%,52171.12%,0,N,.02,N,14 JUN 19,20,11.45,I,12.25,B,TEVA190614P20,0,0,946.22%,18.62,-.938,.029,.001,-.327,-.005,0, ,11.850,0,21,90,97.93%,2.07%,4.60%,398.93%,<empty>,,
,,TEVA190614C20.5,0,0,704.06%,6.23,.011,.010,.00,-.097,.00,0, ,.010,0,0,4,0.39%,99.61%,0.84%,44.33%,54387.40%,0,N,.02,N,14 JUN 19,20.5,12.15,Q,12.60,Q,TEVA190614P20.5,0,0,1011.46%,19.22,-.927,.031,.001,-.380,-.007,0, ,12.375,0,31,31,97.65%,2.35%,5.26%,509.74%,<empty>,,

21 JUN 19  (7)  100
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,TEVA190621C7,41,128,78.46%,1.79,.916,.111,.002,-.008,.001,1.29,Z,1.265,1.29,31,162,91.03%,8.97%,17.44%,13.85%,13.85%,1.24,H,1.29,M,21 JUN 19,7,.01,H,.02,Z,TEVA190621P7,5,367,66.25%,.43515633,-.044,.115,.001,-.005,.00,.02,N,.015,.02,205,15,5.37%,94.63%,10.51%,8.31%,<empty>,,
,,TEVA190621C7.5,90,175,58.76%,1.24,.866,.283,.003,-.009,.001,.79,Z,.785,.79,12,145,84.94%,15.06%,29.40%,24.93%,24.93%,.77,Z,.80,X,21 JUN 19,7.5,.04,H,.06,W,TEVA190621P7.5,629,"1,786",59.16%,.53811607,-.133,.297,.003,-.010,.00,.04,W,.050,.04,219,72,15.24%,84.76%,29.74%,27.70%,<empty>,,
,,TEVA190621C8,806,786,54.22%,.90844845,.656,.556,.004,-.015,.001,.40,X,.395,.40,282,233,62.67%,37.33%,72.44%,85.88%,85.88%,.38,H,.41,Z,21 JUN 19,8,.15,H,.17,Z,TEVA190621P8,859,"1,851",54.58%,.70520114,-.344,.553,.004,-.015,-.001,.16,W,.160,.16,198,233,37.43%,62.57%,72.62%,88.65%,<empty>,,
,,TEVA190621C8.5,"15,779","1,719",52.82%,.66633053,.358,.580,.005,-.014,.001,.15,Z,.150,.15,256,233,32.93%,67.07%,67.88%,83.11%,227.17%,.14,Z,.16,Z,21 JUN 19,8.5,.40,Z,.41,P,TEVA190621P8.5,809,"1,849",51.00%,.92914061,-.647,.596,.005,-.014,-.001,.41,I,.405,.41,244,3,67.54%,32.46%,66.85%,80.34%,<empty>,,
,,TEVA190621C9,"1,043","2,743",57.08%,.55336549,.157,.345,.003,-.010,.00,.05,C,.055,.05,100,231,13.75%,86.25%,28.19%,30.47%,451.57%,.05,Z,.06,W,21 JUN 19,9,.79,W,.86,H,TEVA190621P9,209,"3,152",59.40%,1.38,-.832,.346,.003,-.012,-.002,.82,I,.825,.82,39,96,85.36%,14.64%,30.04%,36.01%,<empty>,,
,,TEVA190621C9.5,268,"5,602",61.42%,.47419338,.064,.167,.002,-.006,.00,.02,Q,.020,.02,137,172,5.31%,94.69%,10.85%,11.08%,709.21%,.01,H,.03,H,21 JUN 19,9.5,1.24,M,1.30,Z,TEVA190621P9.5,7,"2,208",50.85%,1.62,-.968,.114,.001,-.003,-.002,1.30,Q,1.270,1.30,21,12,97.34%,2.66%,5.40%,5.54%,<empty>,,
,,TEVA190621C10,373,"6,507",61.70%,.36484629,.019,.061,.001,-.002,.00,.01,H,.005,.01,0,574,1.50%,98.50%,3.05%,2.77%,977.93%,0,D,.01,H,21 JUN 19,10,1.73,X,1.80,H,TEVA190621P10,83,"3,521",56.93%,2.09,-.987,.045,.00,-.002,-.002,1.77,W,1.765,1.77,221,90,99.05%,0.95%,1.94%,2.77%,<empty>,,
,,TEVA190621C10.5,215,"1,958",82.79%,.54249335,.027,.062,.001,-.004,.00,.01,Z,.010,.01,0,493,2.05%,97.95%,4.21%,5.54%,1257.74%,0,D,.02,W,21 JUN 19,10.5,2.23,M,2.29,M,TEVA190621P10.5,177,"1,404",0.00%,2.26,-1.000,.00,.023,.00,.00,2.30,I,2.260,2.30,179,50,100.00%,0.00%,0.00%,0.00%,<empty>,,
,,TEVA190621C11,0,"4,530",95.51%,.61762618,.024,.049,.001,-.004,.00,.02,C,.010,.02,0,32,1.71%,98.29%,3.52%,5.54%,1534.77%,0,D,.02,W,21 JUN 19,11,2.75,Z,2.79,H,TEVA190621P11,6,"4,268",92.40%,3.36,-.979,.044,.001,-.004,-.002,2.70,N,2.770,2.70,19,11,98.55%,1.45%,2.97%,5.54%,<empty>,,
,,TEVA190621C11.5,45,680,108.02%,.69704027,.022,.040,.001,-.005,.00,.01,Q,.010,.01,0,4,1.51%,98.49%,3.11%,5.54%,1811.81%,0,N,.02,N,21 JUN 19,11.5,3.20,X,3.30,Z,TEVA190621P11.5,0,92,--,<empty>,-1.000,.00,.018,.00,.00,2.90,Q,3.250,2.90,160,13,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C12,20,"6,801",119.19%,.76414119,.020,.034,.001,-.005,.00,.01,H,.010,.01,0,4,1.32%,98.68%,2.72%,5.54%,2088.84%,0,N,.02,N,21 JUN 19,12,3.70,X,3.80,X,TEVA190621P12,88,"3,394",--,<empty>,-1.000,.00,.015,.00,.00,3.74,E,3.750,3.74,511,110,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C12.5,0,312,130.07%,.83283277,.019,.029,.001,-.005,.00,.02,I,.010,.02,0,4,1.18%,98.82%,2.45%,5.54%,2365.87%,0,N,.02,N,21 JUN 19,12.5,4.20,Z,4.30,W,TEVA190621P12.5,0,110,--,<empty>,-1.000,.00,.013,.00,.00,3.35,Z,4.250,3.35,40,13,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C13,1,"4,988",127.49%,.72377079,.010,.017,.00,-.003,.00,.01,X,.005,.01,0,68,0.60%,99.40%,1.24%,2.77%,2640.14%,0,X,.01,Z,21 JUN 19,13,4.70,H,4.80,A,TEVA190621P13,8,228,--,<empty>,-1.000,.00,.010,.00,.00,4.75,Q,4.750,4.75,101,13,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C13.5,0,256,149.02%,.94567081,.017,.023,.001,-.005,.00,.04,P,.010,.04,0,4,0.94%,99.06%,1.95%,5.54%,2919.94%,0,N,.02,N,21 JUN 19,13.5,5.20,P,5.40,P,TEVA190621P13.5,0,0,184.05%,6.72,-.952,.044,.001,-.015,-.003,0, ,5.300,0,23,11,97.44%,2.56%,5.41%,22.16%,<empty>,,
,,TEVA190621C14,0,"7,679",144.96%,.82299305,.009,.014,.00,-.003,.00,.01,X,.005,.01,0,8,0.49%,99.51%,1.02%,2.77%,3194.21%,0,N,.01,Q,21 JUN 19,14,5.70,H,5.85,H,TEVA190621P14,4,"6,275",166.63%,6.89,-.978,.025,.001,-.007,-.003,5.75,Q,5.775,5.75,142,115,98.85%,1.15%,2.40%,8.31%,<empty>,,
,,TEVA190621C14.5,0,"2,000",167.03%,1.06,.015,.019,.00,-.006,.00,.04,A,.010,.04,0,4,0.79%,99.21%,1.66%,5.54%,3474.01%,0,N,.02,N,21 JUN 19,14.5,6.20,P,6.40,P,TEVA190621P14.5,0,0,204.83%,7.88,-.956,.037,.001,-.015,-.003,5.00,P,6.300,5.00,26,14,97.82%,2.18%,4.64%,22.16%,<empty>,,
,,TEVA190621C15,0,"8,484",160.92%,.91539248,.008,.011,.00,-.003,.00,.01,N,.005,.01,0,62,0.42%,99.58%,0.87%,2.77%,3748.28%,0,N,.01,Q,21 JUN 19,15,6.70,P,6.85,H,TEVA190621P15,0,943,184.43%,8.01,-.980,.021,.001,-.008,-.003,5.50,P,6.775,5.50,21,17,99.02%,0.98%,2.07%,8.31%,<empty>,,
,,TEVA190621C15.5,0,0,182.94%,1.16,.014,.016,.00,-.006,.00,0, ,.010,0,0,4,0.67%,99.33%,1.41%,5.54%,4028.08%,0,N,.02,N,21 JUN 19,15.5,7.15,M,7.55,H,TEVA190621P15.5,0,0,260.05%,9.55,-.926,.044,.002,-.029,-.002,0, ,7.350,0,35,31,96.68%,3.32%,7.23%,49.87%,<empty>,,
,,TEVA190621C16,2,"17,566",175.60%,1.00,.008,.010,.00,-.003,.00,.02,X,.005,.02,0,21,0.36%,99.64%,0.76%,2.77%,4302.34%,0,H,.01,H,21 JUN 19,16,7.65,H,7.85,H,TEVA190621P16,0,"2,876",--,<empty>,-1.000,.00,.00,.00,.00,7.35,B,7.750,7.35,31,31,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C16.5,0,0,197.99%,1.26,.013,.014,.00,-.006,.00,0, ,.010,0,0,4,0.59%,99.41%,1.24%,5.54%,4582.15%,0,N,.02,N,21 JUN 19,16.5,8.15,H,8.55,X,TEVA190621P16.5,0,0,279.01%,10.69,-.929,.040,.002,-.030,-.002,7.45,P,8.350,7.45,31,62,97.06%,2.94%,6.44%,49.87%,<empty>,,
,,TEVA190621C17,0,"20,096",189.20%,1.08,.007,.009,.00,-.003,.00,.01,P,.005,.01,0,59,0.32%,99.68%,0.67%,2.77%,4856.41%,0,N,.01,P,21 JUN 19,17,8.70,A,8.85,A,TEVA190621P17,0,"2,857",217.70%,10.24,-.981,.017,.001,-.008,-.002,8.29,C,8.775,8.29,8,6,99.20%,0.80%,1.69%,8.31%,<empty>,,
,,TEVA190621C17.5,0,0,212.01%,1.35,.012,.012,.00,-.006,.00,0, ,.010,0,0,4,0.53%,99.47%,1.11%,5.54%,5136.22%,0,N,.02,N,21 JUN 19,17.5,9.15,H,9.55,X,TEVA190621P17.5,0,0,296.51%,11.82,-.932,.036,.002,-.031,-.003,0, ,9.350,0,31,62,97.36%,2.64%,5.80%,49.87%,<empty>,,
,,TEVA190621C18,0,"25,733",201.87%,1.16,.007,.008,.00,-.003,.00,.01,P,.005,.01,0,21,0.28%,99.72%,0.60%,2.77%,5410.48%,0,Q,.01,Q,21 JUN 19,18,9.65,H,9.85,A,TEVA190621P18,0,"2,079",--,<empty>,-1.000,.00,.00,.00,.00,9.25,B,9.750,9.25,31,2,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C18.5,0,0,225.07%,1.44,.012,.011,.00,-.006,.00,0, ,.010,0,0,4,0.47%,99.53%,1.00%,5.54%,5690.29%,0,N,.02,N,21 JUN 19,18.5,10.15,H,10.55,H,TEVA190621P18.5,0,0,312.80%,12.93,-.935,.033,.002,-.032,-.003,0, ,10.350,0,21,21,97.61%,2.39%,5.27%,49.87%,<empty>,,
,,TEVA190621C19,0,"6,640",230.95%,1.48,.011,.011,.00,-.006,.00,.01,N,.010,.01,0,4,0.44%,99.56%,0.94%,5.54%,5967.32%,0,N,.02,N,21 JUN 19,19,10.70,W,11.20,I,TEVA190621P19,0,489,373.44%,14.19,-.891,.041,.002,-.054,-.007,9.60,X,10.950,9.60,3,31,96.32%,3.68%,8.38%,105.27%,<empty>,,
,,TEVA190621C20,5,"20,094",224.85%,1.30,.006,.006,.00,-.004,.00,.01,C,.005,.01,0,3,0.23%,99.77%,0.49%,2.77%,6518.62%,0,A,.01,Q,21 JUN 19,20,11.65,H,11.85,A,TEVA190621P20,0,758,--,<empty>,-1.000,.00,.00,.00,.00,11.55,D,11.750,11.55,31,2,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C21,0,"3,200",235.35%,1.37,.006,.006,.00,-.004,.00,.01,N,.005,.01,0,40,0.21%,99.79%,0.45%,2.77%,7072.69%,0,N,.01,Q,21 JUN 19,21,12.65,H,12.85,H,TEVA190621P21,0,0,--,<empty>,-1.000,.00,.00,.00,.00,6.64,I,12.750,6.64,21,21,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C22,0,"3,140",245.27%,1.43,.006,.005,.00,-.004,.00,.01,H,.005,.01,0,107,0.19%,99.81%,0.41%,2.77%,7626.76%,0,X,.01,X,21 JUN 19,22,13.65,H,13.85,H,TEVA190621P22,0,0,--,<empty>,-1.000,.00,.00,.00,.00,6.00,M,13.750,6.00,31,21,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C23,0,"5,186",254.68%,1.49,.006,.005,.00,-.004,.00,.01,Q,.005,.01,0,18,0.18%,99.82%,0.38%,2.77%,8180.83%,0,X,.01,P,21 JUN 19,23,14.65,H,14.85,H,TEVA190621P23,0,0,--,<empty>,-1.000,.00,.00,.00,.00,7.81,C,14.750,7.81,21,21,100.00%,0.00%,0.00%,-5.54%,<empty>,,
,,TEVA190621C24,0,"1,673",283.78%,1.84,.010,.008,.00,-.007,.00,.01,C,.010,.01,0,4,0.29%,99.71%,0.63%,5.54%,8737.67%,0,N,.02,N,21 JUN 19,24,15.40,B,17.45,M,TEVA190621P24,0,0,612.25%,21.08,-.757,.037,.004,-.136,-.096,14.43,C,16.425,14.43,13,20,94.88%,5.12%,13.14%,368.46%,<empty>,,
,,TEVA190621C25,0,"2,051",272.17%,1.61,.005,.005,.00,-.004,.00,.01,Q,.005,.01,0,282,0.15%,99.85%,0.33%,2.77%,9288.96%,0,N,.01,P,21 JUN 19,25,16.25,Z,17.05,B,TEVA190621P25,0,0,--,<empty>,-1.000,.00,.00,.00,.00,9.14,X,16.650,9.14,4,4,100.00%,0.00%,0.00%,-60.95%,<empty>,,
