Stock quote and option quote for WMT on 6/14/19 21:48:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
109.07,N,+.42,109.00,P,109.15,P,6 x 2,"4,525,883",108.78,109.5863,108.46

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
1.94%,38,.53,Q,8/8/19,109.58,82.37,"2,854,722,100",0.67

Theo parameters
Theo date,Theo stock price,Theo volatility
6/14/19, 0.00$, 0.00%

14 JUN 19  (0)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,WMT190614C105,280,763,30.27%,7.93,.992,.013,.001,-.040,.003,4.20,Z,4.075,4.20,11,7,99.17%,0.83%,1.66%,1.67%,1.67%,4.05,N,4.10,N,14 JUN 19,105,0,H,.01,P,WMT190614P105,3,"1,821",30.59%,3.87,-.009,.013,.001,-.041,.00,.01,N,.005,.01,0,41,0.89%,99.11%,1.78%,1.67%,<empty>,,
,,WMT190614C106,131,713,31.41%,7.56,.960,.048,.005,-.103,.003,3.40,W,3.100,3.40,9,21,95.81%,4.19%,8.35%,10.05%,10.05%,3.05,Z,3.15,H,14 JUN 19,106,0,Q,.01,P,WMT190614P106,13,"1,562",23.80%,3.06,-.011,.021,.002,-.037,.00,.01,C,.005,.01,0,17,1.11%,98.89%,2.22%,1.67%,<empty>,,
,,WMT190614C107,270,988,19.91%,4.90,.967,.064,.004,-.058,.003,2.10,Z,2.085,2.10,4,7,96.68%,3.32%,6.64%,5.02%,5.02%,2.06,N,2.11,Z,14 JUN 19,107,0,P,.01,P,WMT190614P107,42,"3,310",16.85%,2.22,-.015,.039,.002,-.031,.00,.01,C,.005,.01,0,120,1.50%,98.50%,3.00%,1.67%,<empty>,,
,,WMT190614C108,298,663,11.58%,2.80,.949,.160,.006,-.044,.003,1.10,N,1.085,1.10,5,11,94.79%,5.21%,10.41%,5.02%,5.02%,1.06,N,1.11,Q,14 JUN 19,108,0,N,.01,Z,WMT190614P108,"1,276","3,676",9.57%,1.30,-.024,.104,.003,-.024,.00,.01,C,.005,.01,0,40,2.46%,97.54%,4.91%,1.67%,<empty>,,
,,WMT190614C109,"1,990","1,644",2.29%,.50382697,.707,2.636,.020,-.020,.002,.10,Q,.095,.10,27,27,70.64%,29.36%,58.96%,8.37%,8.37%,.06,Z,.13,Z,14 JUN 19,109,0,P,.01,Z,WMT190614P109,611,705,1.18%,.16426039,-.145,3.399,.014,-.007,.00,.01,P,.005,.01,0,150,14.52%,85.48%,29.24%,1.67%,<empty>,,
,,WMT190614C110,"1,110","2,315",8.42%,1.21,.027,.131,.004,-.022,.00,.01,Q,.005,.01,0,50,2.70%,97.30%,5.40%,1.67%,313.10%,0,B,.01,N,14 JUN 19,110,.86,M,.98,D,WMT190614P110,113,364,--,<empty>,-1.000,.00,.00,.00,.00,.48,C,.920,.48,21,21,100.00%,0.00%,<empty>,-3.35%,<empty>,,
,,WMT190614C111,0,"1,013",15.56%,2.14,.016,.045,.002,-.030,.00,.01,Z,.005,.01,0,500,1.55%,98.45%,3.10%,1.67%,647.97%,0,Q,.01,C,14 JUN 19,111,1.89,Z,1.95,Z,WMT190614P111,4,1,--,<empty>,-1.000,.00,.00,.00,.00,1.78,Z,1.920,1.78,9,7,100.00%,0.00%,<empty>,-3.35%,<empty>,,
,,WMT190614C112,0,283,22.22%,2.99,.012,.024,.002,-.036,.00,.02,X,.005,.02,0,7,1.12%,98.88%,2.24%,1.67%,982.84%,0,Z,.01,Z,14 JUN 19,112,2.89,Z,2.95,Z,WMT190614P112,12,0,--,<empty>,-1.000,.00,.00,.00,.00,2.63,Q,2.920,2.63,9,7,100.00%,0.00%,<empty>,-3.35%,<empty>,,
,,WMT190614C113,0,552,28.59%,3.80,.009,.015,.001,-.041,.00,.01,Q,.005,.01,0,4,0.88%,99.12%,1.77%,1.67%,1317.71%,0,Z,.01,Q,14 JUN 19,113,3.80,B,4.10,B,WMT190614P113,0,0,38.10%,9.44,-.945,.020,.006,-.131,-.001,4.70,Z,3.950,4.70,12,12,96.29%,3.71%,7.45%,6.70%,<empty>,,
,,WMT190614C114,0,0,40.07%,5.58,.018,.019,.003,-.084,.00,0, ,.015,0,0,46,1.71%,98.29%,3.43%,5.02%,1655.93%,0,B,.03,Z,14 JUN 19,114,4.85,N,4.95,N,WMT190614P114,0,2,--,<empty>,-1.000,.00,.00,.00,.00,4.85,I,4.900,4.85,11,11,100.00%,0.00%,<empty>,-10.05%,<empty>,,
,,WMT190614C115,0,13,46.75%,6.47,.016,.015,.002,-.091,.00,.01,Z,.015,.01,0,46,1.48%,98.52%,2.97%,5.02%,1990.80%,0,C,.03,Z,14 JUN 19,115,5.85,N,6.05,N,WMT190614P115,0,1,55.63%,13.99,-.944,.009,.006,-.186,-.001,6.35,B,5.950,6.35,11,7,96.66%,3.34%,6.72%,6.70%,<empty>,,
,,WMT190614C116,0,0,53.53%,7.39,.014,.012,.002,-.100,.00,0, ,.015,0,0,58,1.35%,98.65%,2.70%,5.02%,2325.67%,0,C,.03,N,14 JUN 19,116,6.20,N,7.35,N,WMT190614P116,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,6.775,0,15,14,100.00%,0.00%,<empty>,-51.90%,<empty>,,
,,WMT190614C117,0,0,59.80%,8.22,.013,.010,.002,-.105,.00,0, ,.015,0,0,48,1.20%,98.80%,2.40%,5.02%,2660.54%,0,C,.03,N,14 JUN 19,117,7.00,N,8.55,N,WMT190614P117,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,7.775,0,15,15,100.00%,0.00%,<empty>,-51.90%,<empty>,,
,,WMT190614C118,0,0,65.93%,9.03,.012,.008,.002,-.110,.00,0, ,.015,0,0,41,1.08%,98.92%,2.17%,5.02%,2995.41%,0,C,.03,N,14 JUN 19,118,8.15,N,9.30,N,WMT190614P118,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,8.725,0,13,13,100.00%,0.00%,<empty>,-68.65%,<empty>,,
,,WMT190614C119,0,4,71.92%,9.83,.011,.007,.002,-.114,.00,.02,C,.015,.02,0,48,0.98%,99.02%,1.97%,5.02%,3330.28%,0,C,.03,N,14 JUN 19,119,9.10,N,10.45,B,WMT190614P119,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,9.775,0,15,12,100.00%,0.00%,<empty>,-51.90%,<empty>,,
,,WMT190614C120,0,0,77.62%,10.57,.010,.006,.002,-.117,.00,0, ,.015,0,0,41,0.89%,99.11%,1.78%,5.02%,3665.15%,0,C,.03,Z,14 JUN 19,120,10.35,B,11.30,B,WMT190614P120,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,10.825,0,12,12,100.00%,0.00%,<empty>,-35.16%,<empty>,,
,,WMT190614C121,0,0,83.60%,11.38,.009,.005,.001,-.122,.00,0, ,.015,0,0,40,0.83%,99.17%,1.68%,5.02%,4000.02%,0,C,.03,Z,14 JUN 19,121,11.20,B,12.40,B,WMT190614P121,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,11.800,0,12,12,100.00%,0.00%,<empty>,-43.53%,<empty>,,
,,WMT190614C122,0,0,89.61%,12.20,.009,.005,.001,-.128,.00,0, ,.015,0,0,40,0.79%,99.21%,1.60%,5.02%,4334.89%,0,C,.03,Z,14 JUN 19,122,12.10,B,13.40,B,WMT190614P122,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,12.750,0,12,12,100.00%,0.00%,<empty>,-60.28%,<empty>,,
,,WMT190614C123,0,0,95.13%,12.93,.008,.004,.001,-.131,.00,0, ,.015,0,0,41,0.74%,99.26%,1.48%,5.02%,4669.76%,0,C,.03,Z,14 JUN 19,123,12.85,B,14.65,B,WMT190614P123,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,13.750,0,12,12,100.00%,0.00%,<empty>,-60.28%,<empty>,,
,,WMT190614C124,0,0,100.51%,13.64,.008,.004,.001,-.134,.00,0, ,.015,0,0,41,0.68%,99.32%,1.38%,5.02%,5004.63%,0,C,.03,N,14 JUN 19,124,14.05,B,15.40,B,WMT190614P124,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,14.725,0,12,12,100.00%,0.00%,<empty>,-68.65%,<empty>,,
,,WMT190614C125,0,0,222.63%,35.98,.133,.017,.012,-1.388,.00,0, ,.810,0,0,50,10.96%,89.04%,22.58%,271.24%,5605.72%,0,C,1.62,B,14 JUN 19,125,14.75,B,16.70,B,WMT190614P125,0,0,--,<empty>,-1.000,.00,.00,.00,.00,0, ,15.725,0,12,12,100.00%,0.00%,<empty>,-68.65%,<empty>,,

21 JUN 19  (7)  100
,,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Impl Vol,Theo Price,Delta,Gamma,Vega,Theta,Rho,LAST,LX,Mark,Last,BS,AS,Prob.ITM,Prob.OTM,Prob.Touch,Cov Return,Max Cov Return,,
,,WMT190621C47.5,0,1,359.72%,78.04,.935,.00,.011,-.263,2.234,55.88,Q,61.850,55.88,12,4,90.24%,9.76%,17.52%,11.72%,11.72%,60.90,B,62.80,N,21 JUN 19,47.5,0,C,.04,X,WMT190621P47.5,0,"2,057",204.94%,6.51,-.002,.00,.001,-.015,.00,.03,X,.020,.03,0,231,0.48%,99.52%,0.92%,0.84%,<empty>,,
,,WMT190621C50,0,0,371.08%,78.06,.929,.001,.014,-.337,1.841,47.30,H,59.900,47.30,12,3,87.41%,12.59%,22.42%,34.74%,34.74%,58.50,B,61.30,Z,21 JUN 19,50,0,C,.04,X,WMT190621P50,0,34,193.38%,6.41,-.002,.00,.001,-.015,.00,.02,X,.020,.02,0,230,0.49%,99.51%,0.94%,0.84%,<empty>,,
,,WMT190621C55,0,0,291.32%,70.10,.946,.001,.012,-.228,1.265,0, ,54.550,0,12,2,91.51%,8.49%,15.56%,20.09%,20.09%,53.65,B,55.45,N,21 JUN 19,55,0,C,.04,X,WMT190621P55,0,671,171.06%,6.10,-.002,.00,.001,-.015,.00,.01,C,.020,.01,0,262,0.50%,99.50%,0.96%,0.84%,<empty>,,
,,WMT190621C60,0,1,283.56%,67.43,.937,.002,.016,-.296,.790,40.90,D,50.050,40.90,12,21,88.77%,11.23%,20.52%,41.02%,41.02%,48.50,B,51.60,H,21 JUN 19,60,0,N,.01,W,WMT190621P60,0,144,132.31%,4.08,-.001,.00,.00,-.005,.00,.01,A,.005,.01,0,50,0.16%,99.84%,0.30%,0.21%,<empty>,,
,,WMT190621C65,0,0,226.53%,59.41,.950,.002,.015,-.213,.435,35.90,D,44.725,35.90,12,3,91.57%,8.43%,15.73%,27.42%,27.42%,43.25,B,46.20,Z,21 JUN 19,65,0,C,.01,C,WMT190621P65,0,"4,657",115.59%,3.79,-.001,.00,.001,-.005,.00,.01,C,.005,.01,0,223,0.16%,99.84%,0.32%,0.21%,<empty>,,
,,WMT190621C70,0,11,171.95%,50.53,.966,.002,.011,-.125,.194,36.15,X,39.400,36.15,12,3,94.69%,5.31%,10.10%,13.81%,13.81%,38.45,B,40.35,N,21 JUN 19,70,0,C,.01,W,WMT190621P70,0,"5,312",100.04%,3.49,-.001,.00,.001,-.005,.00,.01,H,.005,.01,0,25,0.17%,99.83%,0.34%,0.21%,<empty>,,
,,WMT190621C75,0,8,182.91%,49.29,.934,.004,.020,-.235,.097,25.20,N,34.975,25.20,12,21,89.41%,10.59%,19.96%,37.88%,37.88%,33.35,B,36.60,H,21 JUN 19,75,0,X,.01,X,WMT190621P75,0,"2,027",85.47%,3.16,-.001,.00,.001,-.004,.00,.01,X,.005,.01,0,5,0.19%,99.81%,0.37%,0.21%,<empty>,,
,,WMT190621C77.5,0,1,--,<empty>,1.000,.00,.00,.00,.00,23.46,C,31.550,23.46,12,2,100.00%,0.00%,0.00%,-0.84%,0.00%,31.00,B,32.10,P,21 JUN 19,77.5,0,C,.03,Z,WMT190621P77.5,0,"1,248",87.32%,3.96,-.003,.001,.002,-.011,.00,.01,Z,.015,.01,0,104,0.49%,99.51%,0.97%,0.63%,<empty>,,
,,WMT190621C80,12,74,87.68%,33.69,.993,.001,.003,-.019,.008,29.13,M,29.100,29.13,11,21,98.99%,1.01%,1.97%,1.26%,1.26%,29.00,M,29.20,M,21 JUN 19,80,0,C,.03,X,WMT190621P80,0,"2,452",80.00%,3.75,-.004,.001,.002,-.011,.00,.02,X,.015,.02,0,163,0.52%,99.48%,1.03%,0.63%,<empty>,,
,,WMT190621C82.5,0,85,124.08%,37.06,.946,.005,.018,-.140,.018,24.98,I,27.050,24.98,12,3,92.35%,7.65%,14.72%,20.09%,20.09%,26.10,B,28.00,N,21 JUN 19,82.5,0,C,.03,W,WMT190621P82.5,0,"1,429",72.87%,3.53,-.004,.001,.002,-.011,.00,.01,X,.015,.01,0,150,0.56%,99.44%,1.10%,0.63%,<empty>,,
,,WMT190621C85,0,142,--,<empty>,1.000,.00,.00,.00,.00,23.89,C,24.000,23.89,12,5,100.00%,0.00%,0.00%,-2.93%,0.00%,23.30,B,24.70,X,21 JUN 19,85,0,P,.02,Z,WMT190621P85,4,"4,197",63.07%,2.96,-.003,.001,.002,-.008,.00,.01,C,.010,.01,0,46,0.43%,99.57%,0.85%,0.42%,<empty>,,
,,WMT190621C87.5,0,471,94.34%,29.65,.950,.007,.017,-.101,.013,21.40,C,21.900,21.40,12,5,93.43%,6.57%,12.76%,13.81%,13.81%,21.05,B,22.75,N,21 JUN 19,87.5,0,C,.03,W,WMT190621P87.5,0,"3,224",58.66%,3.02,-.005,.002,.002,-.010,.00,.01,X,.015,.01,0,157,0.63%,99.37%,1.24%,0.63%,<empty>,,
,,WMT190621C90,4,"2,551",65.08%,23.65,.979,.005,.008,-.035,.015,19.46,C,19.150,19.46,21,6,97.43%,2.57%,5.05%,3.35%,3.35%,18.95,H,19.35,Z,21 JUN 19,90,0,C,.03,W,WMT190621P90,0,"5,407",51.93%,2.77,-.006,.002,.003,-.010,.00,.01,H,.015,.01,0,131,0.69%,99.31%,1.36%,0.63%,<empty>,,
,,WMT190621C91,0,0,77.69%,24.90,.948,.008,.017,-.086,.016,0, ,18.350,0,12,5,93.56%,6.44%,12.58%,11.72%,11.72%,17.65,B,19.05,N,21 JUN 19,91,0,N,.03,Z,WMT190621P91,0,0,49.29%,2.67,-.006,.002,.003,-.010,.00,0, ,.015,0,0,87,0.72%,99.28%,1.42%,0.63%,<empty>,,
,,WMT190621C92,0,2,76.60%,24.11,.940,.010,.019,-.095,.016,14.85,A,17.400,14.85,12,5,92.58%,7.42%,14.48%,13.81%,13.81%,16.40,B,18.40,N,21 JUN 19,92,0,N,.03,Z,WMT190621P92,0,0,46.69%,2.58,-.006,.002,.003,-.010,.00,0, ,.015,0,0,78,0.76%,99.24%,1.49%,0.63%,<empty>,,
,,WMT190621C92.5,10,"1,336",63.88%,21.78,.963,.008,.013,-.055,.017,16.80,Z,16.725,16.80,21,11,95.51%,4.49%,8.82%,6.49%,6.49%,16.40,H,17.05,H,21 JUN 19,92.5,0,B,.03,Z,WMT190621P92.5,0,"4,007",45.20%,2.50,-.006,.002,.003,-.009,.00,.01,M,.015,.01,0,80,0.75%,99.25%,1.49%,0.63%,<empty>,,
,,WMT190621C93,0,0,89.99%,25.70,.897,.012,.029,-.165,.016,0, ,16.825,0,12,2,87.09%,12.91%,25.01%,31.60%,31.60%,15.40,B,18.25,C,21 JUN 19,93,0,C,.03,Z,WMT190621P93,0,64,43.88%,2.45,-.006,.003,.003,-.009,.00,.02,C,.015,.02,0,87,0.77%,99.23%,1.52%,0.63%,<empty>,,
,,WMT190621C93.5,0,0,86.90%,24.90,.896,.013,.029,-.159,.016,0, ,16.300,0,12,5,87.16%,12.84%,24.91%,30.56%,30.56%,14.85,B,17.75,C,21 JUN 19,93.5,0,C,.03,Z,WMT190621P93.5,0,11,42.56%,2.39,-.007,.003,.003,-.009,.00,.03,A,.015,.03,0,90,0.79%,99.21%,1.56%,0.63%,<empty>,,
,,WMT190621C94,0,0,85.52%,24.39,.892,.013,.030,-.161,.016,0, ,15.825,0,12,2,86.69%,13.31%,25.82%,31.60%,31.60%,14.45,B,17.20,C,21 JUN 19,94,0,C,.03,X,WMT190621P94,0,28,41.33%,2.35,-.007,.003,.003,-.009,.00,.01,M,.015,.01,0,112,0.82%,99.18%,1.62%,0.63%,<empty>,,
,,WMT190621C94.5,0,0,84.92%,24.00,.885,.014,.031,-.167,.016,0, ,15.375,0,12,2,85.96%,14.04%,27.23%,33.70%,33.70%,14.05,B,16.70,C,21 JUN 19,94.5,0,C,.03,X,WMT190621P94.5,0,10,40.06%,2.30,-.007,.003,.003,-.009,.00,.17,Q,.015,.17,0,118,0.84%,99.16%,1.67%,0.63%,<empty>,,
,,WMT190621C95,15,"1,883",46.05%,17.36,.980,.006,.008,-.024,.020,14.35,N,14.125,14.35,30,21,97.69%,2.31%,4.57%,2.30%,2.30%,14.05,X,14.20,H,21 JUN 19,95,0,C,.03,X,WMT190621P95,2,"2,475",38.62%,2.22,-.007,.003,.003,-.009,.00,.02,X,.015,.02,0,84,0.84%,99.16%,1.67%,0.63%,<empty>,,
