SYMBOL,DT,OPTION,QTY,PRICE,EXCHANGE,SPREAD,DELTA,IV,SPOT,,
IBM,15:46:22,1 NOV 19 134 P,3,0.63,PHLX,.62x.65,-0.316,16.27%,135.44,Spread,
IBM,15:46:21,25 OCT 19 134 C,1,1.35,BEST,1.32x1.35,1,--,135.44,,
IBM,15:43:19,25 OCT 19 134 C,1,1.4,C2,1.40x1.50,1,--,135.46,,
IBM,15:43:19,25 OCT 19 134 C,1,1.4,C2,1.40x1.50,1,--,135.46,,
IBM,15:38:13,25 OCT 19 134 C,1,1.36,NASDAQ,1.36x1.47,1,--,135.4032,,
IBM,15:29:36,25 OCT 19 134 C,3,1.39,CBOE,1.35x1.44,1,++,135.38,Spread,
IBM,15:29:02,25 OCT 19 134 C,1,1.38,BEST,1.34x1.42,1,0.00%,135.38,Spread,
IBM,15:27:55,25 OCT 19 137 P,1,1.62,BEST,1.62x1.66,-1,0.00%,135.38,,
IBM,15:26:50,25 OCT 19 134 C,2,1.38,NYSE,1.33x1.41,1,--,135.39,Spread,
IBM,15:24:00,25 OCT 19 134 C,7,1.41,ISE,1.36x1.43,1,++,135.39,Spread,
IBM,15:24:00,25 OCT 19 134 C,7,1.41,ISE,1.36x1.43,1,++,135.39,Spread,
IBM,15:23:58,1 NOV 19 131 C,3,4.59,BEST,4.55x4.70,0.89,19.52%,135.42,Spread,
IBM,15:21:04,25 OCT 19 134 C,1,1.37,PHLX,1.32x1.41,1,++,135.35,,
IBM,15:14:40,25 OCT 19 134 C,10,1.37,CBOE,1.33x1.41,1,0.00%,135.37,,
IBM,15:13:13,25 OCT 19 137 P,1,1.69,CBOE,1.62x1.70,-1,++,135.3595,,
IBM,15:13:13,25 OCT 19 137 P,1,1.69,CBOE,1.62x1.70,-1,++,135.3595,,
IBM,15:13:13,25 OCT 19 137 P,1,1.69,CBOE,1.62x1.70,-1,++,135.3595,,
IBM,15:13:13,25 OCT 19 137 P,1,1.69,CBOE,1.62x1.70,-1,++,135.3595,,
IBM,15:13:13,25 OCT 19 137 P,3,1.68,CBOE,1.62x1.70,-1,++,135.3595,,
IBM,15:13:13,25 OCT 19 137 P,3,1.68,CBOE,1.62x1.70,-1,++,135.3595,,
IBM,15:06:03,25 OCT 19 134 C,1,1.34,CBOE,1.30x1.38,1,0.00%,135.34,,
IBM,15:05:42,25 OCT 19 134 C,1,1.37,CBOE,1.32x1.40,1,--,135.39,,
IBM,15:05:42,25 OCT 19 134 C,1,1.37,CBOE,1.32x1.40,1,--,135.39,,
IBM,15:05:40,25 OCT 19 134 C,1,1.32,PHLX,1.32x1.40,1,--,135.39,,
IBM,15:05:30,25 OCT 19 130 P,5,0.01,CBOE,.00x.01,0,++,135.39,,
IBM,15:05:30,25 OCT 19 130 P,5,0.01,CBOE,.00x.01,0,++,135.39,,
IBM,15:05:23,25 OCT 19 137 P,1,1.6,BEST,1.59x1.60,-1,--,135.39,,
IBM,14:58:16,1 NOV 19 131 P,5,0.18,CBOE,.18x.19,-0.104,19.19%,135.4287,,
IBM,14:55:42,25 OCT 19 134 C,10,1.35,NASDAQ,1.32x1.35,1,++,135.3465,,
IBM,14:47:47,25 OCT 19 134 C,3,1.27,PHLX,1.24x1.32,1,++,135.2369,,
IBM,14:47:23,1 NOV 19 131 P,2,0.2,C2,.19x.20,-0.114,19.16%,135.2369,,
IBM,14:47:22,1 NOV 19 131 P,9,0.2,ISE,.19x.20,-0.114,19.16%,135.2369,,
IBM,14:47:22,1 NOV 19 131 P,1,0.2,C2,.19x.20,-0.114,19.16%,135.2369,,
IBM,14:44:41,1 NOV 19 134 P,5,0.65,NASDAQ,.64x.67,-0.326,16.09%,135.34,,
IBM,14:38:24,1 NOV 19 134 P,1,0.66,BOX,.66x.67,-0.33,16.07%,135.305,,
IBM,14:29:43,25 OCT 19 134 C,3,1.45,BEST,1.42x1.45,1,--,135.47,,
IBM,14:27:26,25 OCT 19 137 P,3,1.55,ISE,1.55x1.56,-1,++,135.49,,
IBM,14:11:46,25 OCT 19 137 P,10,1.78,ISE,1.72x1.80,-1,++,135.2629,,
IBM,14:07:34,25 OCT 19 134 C,1,1.15,BEST,1.12x1.15,1,++,135.14,,
IBM,14:06:45,25 OCT 19 134 C,3,1.15,ISE,1.10x1.19,1,--,135.16,Spread,
IBM,14:03:43,1 NOV 19 128 P,2,0.08,BEST,.07x.08,-0.044,23.61%,135.3,Spread,
IBM,14:03:04,25 OCT 19 134 C,1,1.28,CBOE,1.23x1.33,1,--,135.3,Spread,
IBM,14:02:58,1 NOV 19 134 P,10,0.66,NYSE,.64x.66,-0.327,16.24%,135.34,,
IBM,13:59:28,1 NOV 19 134 P,14,0.64,BEST,.63x.64,-0.318,16.34%,135.4235,,
IBM,13:58:09,1 NOV 19 134 P,3,0.62,BOX,.62x.65,-0.318,15.88%,135.39,,
IBM,13:58:09,1 NOV 19 134 P,11,0.62,PHLX,.62x.65,-0.318,15.88%,135.39,,
IBM,13:57:41,25 OCT 19 134 C,70,1.35,BOX,1.31x1.35,1,++,135.31,,
IBM,13:52:46,1 NOV 19 131 P,1,0.2,BATS,.20x.21,-0.112,19.48%,135.3379,,
IBM,13:48:35,1 NOV 19 128 P,4,0.07,AMEX,.07x.08,-0.04,23.01%,135.3,,
IBM,13:47:47,1 NOV 19 131 P,1,0.2,BEST,.20x.21,-0.112,19.43%,135.32,,
IBM,13:39:32,1 NOV 19 131 P,50,0.22,ISE,.20x.22,-0.12,19.75%,135.2501,,
IBM,13:39:05,25 OCT 19 137 P,5,1.78,ISE,1.72x1.78,-1,++,135.2501,,
IBM,13:39:02,25 OCT 19 137 P,5,1.78,ISE,1.72x1.80,-1,++,135.2501,,
IBM,13:36:12,25 OCT 19 134 C,3,1.31,CBOE,1.27x1.35,1,++,135.3037,Spread,
IBM,13:35:25,1 NOV 19 134 P,14,0.67,CBOE,.66x.68,-0.33,16.29%,135.32,,
IBM,13:33:21,1 NOV 19 128 P,2,0.07,CBOE,.07x.08,-0.04,22.98%,135.29,,
IBM,13:33:21,1 NOV 19 128 P,2,0.07,CBOE,.07x.08,-0.04,22.98%,135.29,,
IBM,13:33:05,1 NOV 19 131 P,1,0.21,BEST,.20x.21,-0.116,19.61%,135.29,Spread,
IBM,13:33:05,1 NOV 19 131 P,1,0.21,BEST,.20x.21,-0.116,19.61%,135.29,Spread,
IBM,13:32:51,25 OCT 19 137 P,6,1.71,BATS,1.64x1.75,-1,++,135.36,,
IBM,13:32:42,25 OCT 19 134 C,1,1.35,ISE,1.31x1.40,1,--,135.36,Spread,
IBM,13:27:46,25 OCT 19 137 C,3,0.02,CBOE,.00x.03,0,++,135.39,,
IBM,13:27:46,25 OCT 19 137 C,9,0.02,CBOE,.00x.03,0,++,135.39,,
IBM,13:27:46,25 OCT 19 137 C,8,0.02,CBOE,.00x.03,0,++,135.39,,
IBM,13:25:25,1 NOV 19 134 P,50,0.65,NASDAQ,.64x.67,-0.32,16.45%,135.415,,
IBM,13:25:25,1 NOV 19 134 P,13,0.65,BATS,.64x.65,-0.32,16.45%,135.415,,
IBM,13:24:41,25 OCT 19 137 P,5,1.58,ISE,1.58x1.60,-1,++,135.4419,,
IBM,13:13:11,25 OCT 19 134 C,1,1.47,NASDAQ,1.47x1.50,1,0.00%,135.47,,
IBM,13:01:06,25 OCT 19 134 C,1,1.46,PHLX,1.43x1.50,1,--,135.4635,,
IBM,12:57:43,25 OCT 19 134 C,1,1.44,PHLX,1.37x1.45,1,++,135.4,,
IBM,12:46:14,1 NOV 19 134 P,8,0.66,BATS,.65x.68,-0.323,16.48%,135.39,,
IBM,12:45:32,25 OCT 19 134 C,1,1.45,ISE,1.41x1.49,1,--,135.4534,Spread,
IBM,12:28:54,25 OCT 19 134 C,1,1.51,ISE,1.47x1.55,1,--,135.5485,Spread,
IBM,12:12:33,25 OCT 19 134 C,4,1.54,BEST,1.47x1.54,1,++,135.5,,
IBM,12:11:12,25 OCT 19 134 C,10,1.49,PHLX,1.46x1.53,1,++,135.465,,
IBM,12:10:53,25 OCT 19 134 C,4,1.48,ISE,1.44x1.51,1,++,135.45,Spread,
IBM,12:09:36,1 NOV 19 131 P,1,0.19,BEST,.18x.20,-0.106,19.67%,135.49,Spread,
IBM,12:07:55,25 OCT 19 134 C,1,1.43,BEST,1.38x1.43,1,--,135.46,,
IBM,12:07:22,25 OCT 19 134 C,5,1.41,NASDAQ,1.41x1.49,1,--,135.46,,
IBM,12:07:22,25 OCT 19 134 C,5,1.41,BEST,1.41x1.49,1,--,135.46,,
IBM,12:06:52,25 OCT 19 134 C,4,1.52,BEST,1.52x1.53,1,++,135.5,,
IBM,12:06:15,25 OCT 19 134 C,52,1.52,CBOE,1.49x1.54,1,++,135.5,,
IBM,12:04:42,1 NOV 19 128 P,1,0.06,PHLX,.06x.08,-0.035,22.96%,135.55,,
IBM,12:02:55,25 OCT 19 134 C,1,1.59,NYSE,1.56x1.59,1,--,135.61,,
IBM,12:00:13,1 NOV 19 134 P,10,0.57,C2,.57x.59,-0.294,16.17%,135.615,,
IBM,11:59:48,1 NOV 19 134 P,10,0.58,NASDAQ,.58x.61,-0.292,16.62%,135.68,,
IBM,11:59:31,25 OCT 19 134 C,5,1.6,NASDAQ,1.60x1.70,1,--,135.68,,
IBM,11:55:46,25 OCT 19 134 C,1,1.76,CBOE,1.72x1.81,1,--,135.81,,
IBM,11:55:27,25 OCT 19 134 C,1,1.79,PHLX,1.75x1.84,1,--,135.81,,
IBM,11:51:49,25 OCT 19 134 C,1,1.82,BEST,1.75x1.84,1,++,135.75,Spread,
IBM,11:51:26,25 OCT 19 137 C,2,0.03,BATS,.02x.03,0,++,135.75,,
IBM,11:45:15,1 NOV 19 131 P,2,0.16,AMEX,.16x.17,-0.092,19.76%,135.8235,Spread,
IBM,11:41:05,25 OCT 19 134 C,1,1.75,CBOE,1.71x1.77,1,0.00%,135.75,,
IBM,11:40:22,25 OCT 19 137 C,2,0.03,BATS,.02x.04,0,++,135.64,,
IBM,11:39:27,1 NOV 19 131 C,5,4.8,NASDAQ,4.80x4.90,0.886,20.69%,135.61,,
IBM,11:38:16,25 OCT 19 134 C,1,1.68,BEST,1.61x1.69,1,++,135.63,Spread,
IBM,11:35:43,25 OCT 19 134 C,1,1.81,ISE,1.74x1.84,1,++,135.75,BuyWrite,
IBM,11:31:40,25 OCT 19 134 C,1,1.85,BEST,1.80x1.91,1,--,135.8804,Spread,
IBM,11:31:27,1 NOV 19 128 P,3,0.08,PHLX,.06x.07,-0.038,24.44%,135.8804,Spread,
IBM,11:28:18,25 OCT 19 137 C,10,0.04,BEST,.04x.05,0,++,135.86,,
IBM,11:28:18,25 OCT 19 137 C,18,0.04,BATS,.04x.05,0,++,135.86,,
IBM,11:28:18,25 OCT 19 137 C,3,0.04,BATS,.04x.05,0,++,135.86,,
IBM,11:26:00,25 OCT 19 134 C,2,1.88,ISE,1.87x1.93,1,--,135.89,Spread,
IBM,11:24:36,25 OCT 19 137 C,1,0.04,BATS,.03x.04,0,++,135.8,,
IBM,11:24:16,1 NOV 19 134 P,1,0.54,BEST,.54x.56,-0.278,16.53%,135.8,,
IBM,11:23:28,25 OCT 19 137 C,7,0.04,BATS,.03x.04,0,++,135.755,,
IBM,11:23:28,25 OCT 19 137 C,1,0.04,NASDAQ,.03x.04,0,++,135.755,,
IBM,11:23:18,25 OCT 19 137 C,1,0.04,NASDAQ,.04x.04,0,++,135.755,,
IBM,11:23:18,25 OCT 19 137 C,4,0.04,BATS,.04x.05,0,++,135.755,,
IBM,11:23:18,25 OCT 19 137 C,17,0.04,BATS,.04x.05,0,++,135.755,,
IBM,11:22:22,25 OCT 19 134 C,6,1.85,ISE,1.77x1.90,1,++,135.78,Spread,
IBM,11:18:42,25 OCT 19 137 C,20,0.04,BEST,.04x.05,0,++,135.67,,
IBM,11:15:50,1 NOV 19 134 P,1,0.6,ISE,.57x.60,-0.308,16.01%,135.48,Spread,
IBM,11:15:17,25 OCT 19 137 C,1,0.04,ISE,.03x.04,0,++,135.48,Spread,
IBM,11:15:15,1 NOV 19 131 C,10,4.75,PHLX,4.65x4.75,0.862,22.34%,135.48,,
IBM,11:08:32,1 NOV 19 128 P,1,0.08,NASDAQ,.08x.08,-0.043,23.78%,135.37,,
IBM,11:08:32,1 NOV 19 128 P,5,0.08,BEST,.08x.09,-0.043,23.78%,135.37,,
IBM,11:05:57,25 OCT 19 134 C,40,1.5,AMEX,1.43x1.50,1,++,135.44,,
IBM,11:05:57,25 OCT 19 134 C,1,1.5,BATS,1.43x1.50,1,++,135.44,,
IBM,11:05:57,25 OCT 19 134 C,2,1.49,NASDAQ,1.42x1.49,1,++,135.44,,
IBM,11:05:31,1 NOV 19 134 P,4,0.65,CBOE,.62x.65,-0.319,16.57%,135.44,,
IBM,11:05:31,1 NOV 19 134 P,3,0.65,CBOE,.62x.65,-0.319,16.57%,135.44,,
IBM,11:05:31,1 NOV 19 134 P,3,0.65,CBOE,.62x.65,-0.319,16.57%,135.44,,
IBM,11:00:58,25 OCT 19 134 C,5,1.49,ISE,1.42x1.50,1,++,135.43,Spread,
IBM,10:54:32,25 OCT 19 137 C,13,0.03,BEST,.02x.03,0,++,135.36,,
IBM,10:54:32,25 OCT 19 137 C,1,0.03,NASDAQ,.03x.04,0,++,135.36,,
IBM,10:54:32,25 OCT 19 137 C,1,0.03,C2,.03x.04,0,++,135.36,,
IBM,10:54:32,25 OCT 19 137 C,11,0.03,BEST,.03x.04,0,++,135.36,,
IBM,10:54:32,25 OCT 19 137 C,2,0.03,C2,.03x.04,0,++,135.36,,
IBM,10:54:32,25 OCT 19 137 C,2,0.03,BATS,.03x.04,0,++,135.36,,
IBM,10:53:48,1 NOV 19 134 P,26,0.7,BEST,.70x.71,-0.34,16.33%,135.24,,
IBM,10:50:55,25 OCT 19 134 C,2,1.41,BATS,1.41x1.43,1,++,135.275,,
IBM,10:50:45,25 OCT 19 137 C,10,0.04,PHLX,.03x.05,0,++,135.275,Spread,
IBM,10:50:03,25 OCT 19 134 C,2,1.3,BEST,1.29x1.36,1,++,135.275,,
IBM,10:50:01,25 OCT 19 134 C,7,1.3,BOX,1.29x1.36,1,++,135.275,,
IBM,10:50:01,25 OCT 19 134 C,8,1.3,BOX,1.29x1.36,1,++,135.275,,
IBM,10:50:01,25 OCT 19 134 C,10,1.3,BOX,1.29x1.36,1,++,135.275,,
IBM,10:46:30,25 OCT 19 137 C,5,0.03,CBOE,.02x.03,0,++,134.91,,
IBM,10:45:49,25 OCT 19 137 C,5,0.03,PHLX,.02x.03,0,++,134.82,,
IBM,10:45:18,25 OCT 19 134 C,2,0.91,NASDAQ,.84x.92,1,++,134.82,,
IBM,10:43:45,25 OCT 19 130 P,1,0.02,PHLX,.00x.02,0,++,134.78,Spread,
IBM,10:40:55,25 OCT 19 134 C,5,0.91,NASDAQ,.87x.91,1,++,134.82,,
IBM,10:39:26,25 OCT 19 134 C,3,1.02,NASDAQ,.93x1.02,1,++,134.86,,
IBM,10:36:51,1 NOV 19 128 P,1,0.1,BEST,.10x.11,-0.054,23.40%,134.8,,
IBM,10:34:06,25 OCT 19 134 C,3,0.95,BATS,.89x.97,1,++,134.85,,
IBM,10:32:39,25 OCT 19 134 C,18,0.92,NASDAQ,.89x.96,1,++,134.87,,
IBM,10:31:15,25 OCT 19 137 C,11,0.06,NASDAQ,.03x.06,0,++,135,,
IBM,10:31:15,25 OCT 19 137 C,1,0.06,BEST,.03x.06,0,++,135,,
IBM,10:31:15,25 OCT 19 137 C,3,0.06,BEST,.03x.06,0,++,135,,
IBM,10:31:15,25 OCT 19 137 C,18,0.06,BEST,.03x.06,0,++,135,,
IBM,10:31:09,25 OCT 19 134 C,1,1.06,NASDAQ,1.06x1.10,1,++,135,,
IBM,10:30:33,25 OCT 19 134 C,1,1.11,NASDAQ,1.11x1.14,1,++,134.98,,
IBM,10:29:30,25 OCT 19 140 C,10,0.01,BATS,.00x.01,0,++,134.9477,,
IBM,10:28:40,25 OCT 19 134 C,10,1.01,BATS,.97x1.06,1,++,134.96,,
IBM,10:28:08,25 OCT 19 137 C,5,0.04,BEST,.03x.06,0,++,134.96,,
IBM,10:27:40,25 OCT 19 140 C,10,0.01,BATS,.00x.01,0,++,135.1175,,
IBM,10:26:40,25 OCT 19 137 P,1,1.89,AMEX,1.84x2.04,-1,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,2,0.04,CBOE,.04x.06,0,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,2,0.04,CBOE,.04x.06,0,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,4,0.04,CBOE,.04x.06,0,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,5,0.04,CBOE,.04x.06,0,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,4,0.04,BEST,.04x.06,0,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,1,0.04,BEST,.04x.06,0,++,135.28,,
IBM,10:26:23,25 OCT 19 137 C,7,0.04,BEST,.04x.06,0,++,135.28,,
IBM,10:26:17,25 OCT 19 134 C,5,1.25,BATS,1.22x1.25,1,--,135.28,,
IBM,10:25:48,25 OCT 19 134 C,1,1.35,PHLX,1.34x1.35,1,++,135.24,,
IBM,10:25:48,25 OCT 19 134 C,5,1.35,BATS,1.34x1.35,1,++,135.24,,
IBM,10:25:28,25 OCT 19 134 C,5,1.31,BATS,1.28x1.31,1,++,135.24,,
IBM,10:24:51,25 OCT 19 134 C,10,1.24,BEST,1.17x1.24,1,++,135.03,,
IBM,10:24:46,25 OCT 19 134 C,1,1.14,NASDAQ,1.11x1.14,1,++,135.03,,
IBM,10:24:25,25 OCT 19 130 P,9,0.01,BEST,.00x.02,0,++,135.03,,
IBM,10:24:25,25 OCT 19 134 C,1,1.14,NASDAQ,1.08x1.14,1,++,135.03,,
IBM,10:24:11,25 OCT 19 137 C,5,0.02,BEST,.02x.02,0,++,135.03,,
IBM,10:24:11,25 OCT 19 137 C,7,0.02,BEST,.02x.02,0,++,135.03,,
IBM,10:24:11,25 OCT 19 137 C,12,0.02,NASDAQ,.02x.02,0,++,135.03,,
IBM,10:24:11,25 OCT 19 137 C,37,0.02,BATS,.01x.02,0,++,135.03,,
IBM,10:23:59,25 OCT 19 131 C,1,4.05,NYSE,3.95x4.05,1,++,134.98,,
IBM,10:23:59,25 OCT 19 134 C,1,1.09,BOX,1.09x1.14,1,++,134.98,,
IBM,10:23:20,25 OCT 19 134 C,1,1.06,AMEX,1.00x1.08,1,++,134.98,Spread,
IBM,10:23:04,25 OCT 19 134 C,5,1.05,NYSE,1.00x1.05,1,++,134.98,,
IBM,10:22:50,25 OCT 19 134 C,2,1.02,NASDAQ,.98x1.02,1,++,134.84,,
IBM,10:22:44,25 OCT 19 134 C,1,0.99,BEST,.95x.99,1,++,134.84,,
IBM,10:21:48,25 OCT 19 134 C,5,0.95,BATS,.91x.95,1,++,134.843,,
IBM,10:19:54,25 OCT 19 127 P,2,0.02,CBOE,.00x.03,0,++,134.5985,Spread,
IBM,10:19:34,25 OCT 19 127 P,2,0.02,CBOE,.00x.03,0,++,134.5985,Spread,
IBM,10:19:34,25 OCT 19 127 P,1,0.02,CBOE,.00x.03,0,++,134.5985,Spread,
IBM,10:19:17,25 OCT 19 127 P,1,0.02,CBOE,.00x.03,0,++,134.5985,Spread,
IBM,10:19:17,25 OCT 19 137 P,1,2.4,BEST,2.40x2.47,-1,--,134.5985,,
IBM,10:19:17,1 NOV 19 131 P,1,0.28,ISE,.26x.28,-0.15,19.06%,134.5985,Spread,
IBM,10:15:34,25 OCT 19 134 C,1,0.66,BOX,.66x.68,1,++,134.495,,
IBM,10:15:21,25 OCT 19 130 P,1,0.01,BEST,.01x.02,0,++,134.495,,
IBM,10:13:23,25 OCT 19 134 C,10,0.7,BATS,.65x.70,1,++,134.5314,,
IBM,10:13:10,25 OCT 19 134 C,2,0.66,NYSE,.63x.66,1,++,134.5314,,
IBM,10:10:35,1 NOV 19 128 P,1,0.12,BEST,.10x.12,-0.063,23.33%,134.435,,
IBM,10:10:35,1 NOV 19 128 P,1,0.12,BEST,.10x.12,-0.063,23.33%,134.435,,
IBM,10:10:35,1 NOV 19 128 P,2,0.12,BEST,.10x.12,-0.063,23.33%,134.435,,
IBM,10:10:31,25 OCT 19 134 C,1,0.57,CBOE,.54x.60,1,++,134.435,,
IBM,10:02:41,25 OCT 19 134 C,1,0.67,CBOE,.64x.70,1,++,134.49,Spread,
IBM,9:57:44,25 OCT 19 134 C,30,0.5,AMEX,.50x.55,1,++,134.29,,
IBM,9:57:44,25 OCT 19 134 C,10,0.5,AMEX,.50x.56,1,++,134.29,,
IBM,9:57:01,25 OCT 19 134 C,1,0.54,BEST,.51x.58,1,++,134.29,,
IBM,9:56:39,1 NOV 19 131 P,1,0.32,AMEX,.30x.33,-0.168,19.02%,134.335,,
IBM,9:56:32,25 OCT 19 127 P,2,0.02,CBOE,.00x.03,0,++,134.335,Spread,
IBM,9:53:26,25 OCT 19 127 P,2,0.02,CBOE,.00x.03,0,++,134.33,Spread,
IBM,9:53:07,25 OCT 19 127 P,2,0.02,CBOE,.00x.03,0,++,134.33,Spread,
IBM,9:50:47,25 OCT 19 134 C,2,0.62,BEST,.60x.62,1,++,134.34,,
IBM,9:49:58,25 OCT 19 137 P,1,2.7,AMEX,2.59x2.74,-1,++,134.32,,
IBM,9:46:55,25 OCT 19 134 C,1,0.74,BEST,.70x.78,1,++,134.605,Spread,
IBM,9:42:26,25 OCT 19 134 C,20,1,BEST,.94x1.03,1,++,134.82,Spread,
IBM,9:41:02,25 OCT 19 134 C,20,1.02,BATS,.98x1.07,1,++,134.94,,
IBM,9:40:42,25 OCT 19 134 C,1,1.06,PHLX,.97x1.07,1,++,134.87,,
IBM,9:40:10,25 OCT 19 134 C,1,1,BEST,.95x1.06,1,++,134.87,,
IBM,9:40:10,25 OCT 19 134 C,80,1,BATS,.95x1.00,1,++,134.87,,
IBM,9:39:29,25 OCT 19 134 C,1,0.97,BEST,.97x1.00,1,++,134.86,,
IBM,9:38:10,25 OCT 19 137 P,2,2.31,BEST,2.16x2.47,-1,++,134.7144,Spread,
IBM,9:36:50,1 NOV 19 131 C,1,4,BOX,4.00x4.20,0.874,18.11%,134.81,,
IBM,9:35:25,25 OCT 19 134 C,1,0.95,BEST,.86x.95,1,++,134.57,,
IBM,9:35:06,25 OCT 19 134 C,1,0.85,BEST,.72x.85,1,++,134.57,,
IBM,9:34:16,25 OCT 19 134 C,5,0.75,CBOE,.75x.85,1,++,134.59,,
IBM,9:34:16,25 OCT 19 134 C,5,0.75,CBOE,.75x.85,1,++,134.59,,
IBM,9:34:12,1 NOV 19 131 P,2,0.26,PHLX,.25x.30,-0.145,18.57%,134.59,,
IBM,9:33:43,25 OCT 19 130 P,1,0.02,CBOE,.01x.03,0,++,134.56,,
IBM,9:33:39,25 OCT 19 137 C,4,0.02,PHLX,.01x.04,0,++,134.56,,
IBM,9:33:20,25 OCT 19 134 C,4,0.74,NYSE,.62x.74,1,++,134.56,,
IBM,9:33:03,25 OCT 19 134 C,5,0.68,BEST,.66x.68,1,++,134.56,,
IBM,9:33:03,25 OCT 19 134 C,2,0.7,ISE,.66x.78,1,++,134.56,Spread,
IBM,9:32:07,25 OCT 19 134 C,10,0.69,NASDAQ,.58x.69,1,++,134.44,,
IBM,9:31:40,25 OCT 19 134 C,2,0.69,BOX,.61x.69,1,++,134.5,,
IBM,9:31:07,25 OCT 19 134 C,4,0.79,PHLX,.59x.79,1,++,134.5,,
IBM,9:31:05,25 OCT 19 134 C,1,0.75,BEST,.59x.75,1,++,134.5,,
IBM,9:31:04,25 OCT 19 134 C,1,0.75,BEST,.60x.75,1,++,134.5,,
IBM,9:30:48,25 OCT 19 134 C,1,0.43,CBOE,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,2,0.43,CBOE,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,4,0.43,BEST,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,2,0.43,CBOE,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,6,0.43,BEST,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,1,0.43,AMEX,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,1,0.43,AMEX,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,3,0.43,AMEX,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,1,0.43,BEST,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,2,0.43,BEST,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,10,0.43,BATS,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,6,0.44,BATS,.43x.72,1,++,134.12,,
IBM,9:30:48,25 OCT 19 134 C,6,0.43,BATS,.43x.72,1,++,134.12,,
IBM,9:30:46,25 OCT 19 134 C,3,0.59,BATS,.59x.75,1,++,134.12,,
IBM,9:30:46,25 OCT 19 134 C,3,0.59,BOX,.59x.75,1,++,134.12,,
IBM,9:30:46,25 OCT 19 134 C,9,0.59,BOX,.59x.75,1,++,134.12,,
